ecotype_size,npop,omega,gene_numebr
5,3,0.00400,7
6,4,0.00029,7
9,5,0.00000,7
5,3,0.00019,7
6,4,0.00153,7
12,6,0.00000,7
5,3,0.00112,7
5,3,0.00045,7
5,3,0.00058,7
9,5,0.00000,7
5,3,0.00022,7
6,4,0.00000,7
5,3,0.00039,7
6,4,0.00008,7
9,5,0.00000,7
6,4,0.00819,7
9,5,0.00000,7
6,4,0.00091,7
6,4,0.00030,7
6,4,0.02327,7
9,5,0.00000,7
5,3,0.00095,7
9,5,0.00039,7
5,3,0.00048,7
5,3,0.00030,7
6,4,0.00025,7
5,3,0.00029,7
9,5,0.00018,7
6,4,0.00105,7
5,3,0.00029,7
5,3,0.00076,7
6,4,0.00077,7
5,3,0.00023,7
6,4,0.00025,7
5,3,0.00070,7
6,4,0.00028,7
9,5,0.00000,7
6,4,0.00020,7
5,3,0.00042,7
9,5,0.00000,7
6,4,0.00094,7
6,4,0.00812,7
5,3,0.00025,7
6,4,0.00029,7
5,3,0.00248,7
9,5,0.00012,7
6,4,0.00657,7
6,4,0.00105,7
5,3,0.00039,7
5,3,0.00101,7
5,3,0.00046,7
6,4,0.00607,7
9,5,0.00091,7
6,4,0.00000,7
5,3,0.00032,7
6,4,0.00040,7
5,3,0.00238,7
5,3,0.00094,7
6,4,0.00814,7
6,4,0.00035,7
5,3,0.00040,7
9,5,0.00000,7
6,4,0.00095,7
6,4,0.00105,7
5,3,0.00069,7
6,4,0.00027,7
6,4,0.00038,7
9,5,0.00000,7
5,3,0.00033,7
5,3,0.00039,7
6,4,0.00676,7
6,4,0.00096,7
6,4,0.00031,7
5,3,0.00030,7
5,3,0.00399,7
6,4,0.00026,7
6,4,0.00033,7
5,3,0.00449,7
5,3,0.00045,7
5,3,0.00063,7
6,4,0.00032,7
5,3,0.00070,7
5,3,0.00056,7
6,4,0.00740,7
5,3,0.00029,7
9,5,0.00000,7
6,4,0.00035,7
6,4,0.00023,7
5,3,0.00044,7
6,4,0.00042,7
6,4,0.00047,7
6,4,0.00074,7
5,3,0.00074,7
5,3,0.00069,7
5,3,0.00083,7
6,4,0.00001,7
6,4,0.00029,7
5,3,0.00187,7
5,3,0.00053,7
9,5,0.00000,7
9,5,0.00000,7
9,5,0.00000,7
5,3,0.00015,7
5,3,0.00069,7
6,4,0.00048,7
5,3,0.00028,7
1,2,0.00164,7
6,4,0.00000,7
12,6,0.00316,7
6,4,0.00456,7
6,4,0.00094,7
5,3,0.00089,7
1,2,0.00044,7
6,4,0.00049,7
9,5,0.00000,7
9,5,0.00000,7
5,3,0.00210,7
9,5,0.00000,7
5,3,0.00018,7
6,4,0.00089,7
5,3,0.00253,7
5,3,0.00069,7
9,5,0.00000,7
5,3,0.00246,7
5,3,0.00054,7
6,4,0.00074,7
6,4,0.00026,7
5,3,0.00383,7
5,3,0.00020,7
5,3,0.00078,7
6,4,0.00117,7
9,5,0.00022,7
5,3,0.00100,7
6,4,0.00598,7
6,4,0.00071,7
6,4,0.05545,7
6,4,0.00077,7
5,3,0.00067,7
5,3,0.00113,7
5,3,0.00046,7
5,3,0.00051,7
6,4,0.00640,7
6,4,0.00860,7
6,4,0.00636,7
6,4,0.00039,7
5,3,0.00119,7
6,4,0.05934,7
6,4,0.00732,7
6,4,0.00036,7
6,4,0.00093,7
6,4,0.00094,7
5,3,0.00029,7
12,6,0.00000,7
6,4,0.01800,7
5,3,0.00040,7
9,5,0.00000,7
9,5,0.00000,7
5,3,0.00019,7
6,4,0.00081,7
1,2,0.00128,7
9,5,0.00000,7
6,4,0.00017,7
6,4,0.00519,7
5,3,0.00053,7
6,4,0.00093,7
6,4,0.00573,7
5,3,0.00102,7
5,3,0.00275,7
9,5,0.00000,7
5,3,0.00029,7
6,4,0.00033,7
6,4,0.00039,7
5,3,0.00029,7
6,4,0.00032,7
6,4,0.00054,7
1,2,0.00160,7
5,3,0.00112,7
12,6,0.00000,7
5,3,0.00012,7
5,3,0.00091,7
1,2,0.00131,7
9,5,0.00000,7
5,3,0.00041,7
9,5,0.00000,7
6,4,0.00026,7
6,4,0.00105,7
5,3,0.00104,7
6,4,0.00454,7
5,3,0.00085,7
9,5,0.00000,7
9,5,0.00735,7
6,4,0.00024,7
5,3,0.00034,7
6,4,0.00033,7
5,3,0.00052,7
5,3,0.00030,7
5,3,0.00062,7
6,4,0.00050,7
5,3,0.00018,7
5,3,0.00055,7
6,4,0.00610,7
9,5,0.00000,7
5,3,0.00041,7
6,4,0.00026,7
6,4,0.00022,7
6,4,0.00026,7
1,2,0.00143,7
6,4,0.00039,7
9,5,0.00000,7
6,4,0.00031,7
9,5,0.00013,7
5,3,0.00067,7
9,5,0.00039,7
5,3,0.00030,7
6,4,0.00662,7
6,4,0.00682,7
5,3,0.00049,7
9,5,0.00000,7
6,4,0.00501,7
6,4,0.00035,7
5,3,0.00402,7
6,4,0.00025,7
9,5,0.00000,7
9,5,0.00000,7
6,4,0.00000,7
5,3,0.00095,7
5,3,0.00209,7
6,4,0.00018,7
5,3,0.00457,7
6,4,0.00089,7
5,3,0.00052,7
5,3,0.00247,7
6,4,0.00057,7
6,4,0.00029,7
5,3,0.00075,7
6,4,0.00026,7
9,5,0.00012,7
1,2,0.00146,7
5,3,0.00026,7
6,4,0.00047,7
6,4,0.00032,7
5,3,0.00025,20
5,3,0.00006,20
5,3,0.00036,20
5,3,0.00035,20
5,3,0.00029,20
6,4,0.00038,20
5,3,0.00031,20
5,3,0.00027,20
5,3,0.00031,20
5,3,0.00027,20
5,3,0.00028,20
5,3,0.00025,20
5,3,0.00032,20
5,3,0.00029,20
1,2,0.00029,20
5,3,0.00028,20
5,3,0.00032,20
5,3,0.00002,20
6,4,0.00084,20
5,3,0.00010,20
6,4,0.00086,20
5,3,0.00044,20
5,3,0.00003,20
5,3,0.00028,20
5,3,0.00004,20
15,11,0.00230,20
5,3,0.00034,20
6,4,0.00092,20
5,3,0.00039,20
1,2,0.00001,20
5,3,0.00036,20
5,3,0.00034,20
5,3,0.00035,20
5,3,0.00031,20
5,3,0.00035,20
5,3,0.00035,20
5,3,0.00037,20
5,3,0.00030,20
1,2,0.00001,20
5,3,0.00073,20
5,3,0.00025,20
5,3,0.00046,20
5,3,0.00025,20
6,4,0.00038,20
5,3,0.00249,20
5,3,0.00024,20
5,3,0.00027,20
5,3,0.00002,20
6,4,0.00069,20
5,3,0.00033,20
5,3,0.00031,20
5,3,0.00034,20
5,3,0.00027,20
5,3,0.00076,20
5,3,0.00029,20
5,3,0.00258,20
5,3,0.00024,20
5,3,0.00023,20
6,4,0.00042,20
5,3,0.00027,20
5,3,0.00004,20
5,3,0.00031,20
5,3,0.00035,20
5,3,0.00004,20
5,3,0.00037,20
5,3,0.00023,20
5,3,0.00030,20
5,3,0.00043,20
9,5,0.00067,20
6,4,0.00045,20
5,3,0.00038,20
5,3,0.00039,20
5,3,0.00004,20
1,2,0.00001,20
5,3,0.00031,20
5,3,0.00032,20
5,3,0.00033,20
5,3,0.00028,20
5,3,0.00035,20
5,3,0.00048,20
5,3,0.00033,20
5,3,0.00007,20
5,3,0.00026,20
5,3,0.00028,20
5,3,0.00030,20
5,3,0.00005,20
5,3,0.00025,20
5,3,0.00027,20
5,3,0.00040,20
5,3,0.00025,20
5,3,0.00033,20
5,3,0.00039,20
5,3,0.00006,20
5,3,0.00027,20
9,5,0.00054,20
5,3,0.00030,20
5,3,0.00029,20
5,3,0.00048,20
5,3,0.00032,20
5,3,0.00004,20
5,3,0.00034,20
6,4,0.00040,20
5,3,0.00038,20
5,3,0.00037,20
5,3,0.00051,20
5,3,0.00036,20
5,3,0.00048,20
5,3,0.00008,20
5,3,0.00031,20
5,3,0.00017,20
5,3,0.00029,20
5,3,0.00006,20
5,3,0.00004,20
5,3,0.00039,20
5,3,0.00038,20
5,3,0.00031,20
5,3,0.00001,20
6,4,0.00039,20
5,3,0.00028,20
5,3,0.00013,20
5,3,0.00033,20
5,3,0.00034,20
5,3,0.00003,20
5,3,0.00032,20
5,3,0.00030,20
6,4,0.00112,20
5,3,0.00005,20
5,3,0.00031,20
5,3,0.00030,20
5,3,0.00027,20
5,3,0.00034,20
5,3,0.00005,20
5,3,0.00050,20
5,3,0.00030,20
5,3,0.00005,20
5,3,0.00006,20
5,3,0.00005,20
5,3,0.00046,20
5,3,0.00034,20
5,3,0.00028,20
6,4,0.00045,20
5,3,0.00034,20
5,3,0.00039,20
6,4,0.00082,20
5,3,0.00027,20
5,3,0.00003,20
5,3,0.00027,20
5,3,0.00031,20
5,3,0.00045,20
5,3,0.00030,20
5,3,0.00005,20
5,3,0.00031,20
6,4,0.00116,20
6,4,0.00034,20
9,5,0.00064,20
5,3,0.00004,20
5,3,0.00031,20
5,3,0.00035,20
5,3,0.00027,20
5,3,0.00014,20
5,3,0.00032,20
5,3,0.00016,20
5,3,0.00021,20
5,3,0.00018,20
5,3,0.00013,20
5,3,0.00003,20
5,3,0.00029,20
5,3,0.00028,20
6,4,0.00099,20
5,3,0.00006,20
5,3,0.00032,20
6,4,0.00049,20
5,3,0.00041,20
5,3,0.00040,20
5,3,0.00034,20
5,3,0.00032,20
5,3,0.00038,20
5,3,0.00040,20
5,3,0.00004,20
5,3,0.00030,20
5,3,0.00025,20
5,3,0.00031,20
5,3,0.00037,20
6,4,0.00036,20
5,3,0.00028,20
5,3,0.00005,20
5,3,0.00028,20
5,3,0.00030,20
5,3,0.00031,20
5,3,0.00046,20
5,3,0.00031,20
5,3,0.00003,20
5,3,0.00032,20
5,3,0.00030,20
5,3,0.00029,20
5,3,0.00040,20
6,4,0.00045,20
5,3,0.00003,20
5,3,0.00030,20
6,4,0.00026,20
6,4,0.00105,20
5,3,0.00034,20
5,3,0.00021,20
5,3,0.00012,20
5,3,0.00051,20
5,3,0.00025,20
5,3,0.00022,20
6,4,0.00038,20
6,4,0.00112,20
5,3,0.00033,20
5,3,0.00026,20
5,3,0.00019,20
5,3,0.00033,20
5,3,0.00025,20
6,4,0.00118,20
6,4,0.00113,20
6,4,0.00117,20
5,3,0.00036,20
5,3,0.00021,20
5,3,0.00029,20
15,11,0.00201,20
5,3,0.00003,20
6,4,0.00102,20
6,4,0.00042,20
5,3,0.00037,20
5,3,0.00032,20
6,4,0.00040,20
5,3,0.00042,20
6,4,0.00125,20
5,3,0.00028,20
5,3,0.00023,20
5,3,0.00035,20
5,3,0.00006,20
5,3,0.00033,20
6,4,0.00036,20
5,3,0.00038,20
6,4,0.00109,20
5,3,0.00028,20
5,3,0.00032,20
5,3,0.00034,20
5,3,0.00030,20
5,3,0.00030,20
5,3,0.00004,20
5,3,0.00031,20
5,3,0.00033,20
5,3,0.00042,20
5,3,0.00029,20
5,3,0.00029,20
5,3,0.00031,20
5,3,0.00031,20
5,3,0.00028,20
5,3,0.00025,20
5,3,0.00005,20
5,3,0.00029,20
5,3,0.00030,20
1,2,0.00001,20
5,3,0.00022,20
5,3,0.00030,20
5,3,0.00032,20
5,3,0.00025,20
5,3,0.00028,20
5,3,0.00034,20
5,3,0.00005,20
5,3,0.00032,20
5,3,0.00014,20
5,3,0.00023,20
5,3,0.00036,20
6,4,0.00126,20
5,3,0.00026,20
5,3,0.00035,20
5,3,0.00037,20
5,3,0.00030,20
5,3,0.00007,20
5,3,0.00026,20
5,3,0.00031,20
5,3,0.00033,20
5,3,0.00045,20
5,3,0.00016,20
5,3,0.00004,20
5,3,0.00024,20
5,3,0.00033,20
5,3,0.00003,20
5,3,0.00031,20
5,3,0.00032,20
5,3,0.00029,20
5,3,0.00026,20
6,4,0.00101,20
6,4,0.00049,20
5,3,0.00065,20
5,3,0.00032,20
5,3,0.00030,20
5,3,0.00028,20
5,3,0.00014,20
5,3,0.00034,20
5,3,0.00033,20
5,3,0.00038,20
5,3,0.00035,20
5,3,0.00029,20
5,3,0.00044,20
5,3,0.00004,20
5,3,0.00031,20
5,3,0.00033,20
5,3,0.00032,20
6,4,0.00089,20
5,3,0.00026,20
5,3,0.00030,20
5,3,0.00025,20
5,3,0.00031,20
5,3,0.00028,20
5,3,0.00029,20
5,3,0.00027,20
5,3,0.00036,20
5,3,0.00030,20
5,3,0.00019,20
6,4,0.00122,20
5,3,0.00029,20
5,3,0.00032,20
5,3,0.00038,20
5,3,0.00006,20
5,3,0.00028,20
5,3,0.00030,20
5,3,0.00040,20
5,3,0.00027,20
5,3,0.00003,20
6,4,0.00064,20
5,3,0.00026,20
5,3,0.00031,20
5,3,0.00046,20
5,3,0.00034,20
5,3,0.00031,20
5,3,0.00031,20
6,4,0.00051,20
5,3,0.00033,20
5,3,0.00034,20
5,3,0.00041,20
5,3,0.00035,20
5,3,0.00033,20
5,3,0.00096,20
5,3,0.00035,20
6,4,0.00072,20
5,3,0.00033,20
5,3,0.00032,20
6,4,0.00044,20
5,3,0.00018,20
5,3,0.00011,20
5,3,0.00034,20
5,3,0.00003,20
5,3,0.00025,20
5,3,0.00005,20
5,3,0.00036,20
6,4,0.00124,20
5,3,0.00034,20
5,3,0.00029,20
5,3,0.00038,20
5,3,0.00112,20
5,3,0.00001,20
5,3,0.00031,20
6,4,0.00122,20
5,3,0.00032,20
5,3,0.00027,20
5,3,0.00035,20
5,3,0.00040,20
5,3,0.00030,20
5,3,0.00028,20
5,3,0.00026,20
5,3,0.00033,20
5,3,0.00028,20
6,4,0.00089,20
5,3,0.00032,20
5,3,0.00029,20
5,3,0.00015,20
5,3,0.00029,20
5,3,0.00023,20
15,11,0.00210,20
5,3,0.00033,20
6,4,0.00105,20
6,4,0.00116,20
6,4,0.00113,20
6,4,0.00095,20
5,3,0.00028,20
1,2,0.00043,20
5,3,0.00038,20
5,3,0.00026,20
5,3,0.00038,20
5,3,0.00024,20
5,3,0.00029,20
5,3,0.00032,20
5,3,0.00008,20
5,3,0.00024,20
5,3,0.00028,20
6,4,0.00114,20
5,3,0.00027,20
5,3,0.00036,20
6,4,0.00037,20
5,3,0.00015,20
5,3,0.00033,20
5,3,0.00030,20
6,4,0.00076,20
5,3,0.00027,20
5,3,0.00039,20
5,3,0.00015,20
5,3,0.00041,20
5,3,0.00029,20
5,3,0.00011,20
5,3,0.00038,20
6,4,0.00065,20
5,3,0.00006,20
5,3,0.00034,20
5,3,0.00031,20
5,3,0.00033,20
5,3,0.00035,20
5,3,0.00033,20
5,3,0.00026,20
6,4,0.00058,20
5,3,0.00016,20
5,3,0.00036,20
5,3,0.00028,20
5,3,0.00035,20
5,3,0.00041,20
6,4,0.00055,20
6,4,0.00053,20
5,3,0.00028,20
5,3,0.00003,20
5,3,0.00029,20
5,3,0.00030,20
6,4,0.00047,20
5,3,0.00020,20
6,4,0.00116,20
5,3,0.00040,20
5,3,0.00028,20
5,3,0.00029,20
5,3,0.00034,20
5,3,0.00043,20
5,3,0.00024,20
5,3,0.00025,20
6,4,0.00104,20
5,3,0.00042,20
5,3,0.00039,20
5,3,0.00040,20
5,3,0.00003,20
6,4,0.00072,20
5,3,0.00029,20
5,3,0.00038,20
5,3,0.00032,20
5,3,0.00031,20
5,3,0.00030,20
5,3,0.00033,20
5,3,0.00026,20
5,3,0.00005,20
6,4,0.00052,20
5,3,0.00003,20
5,3,0.00039,20
5,3,0.00020,20
5,3,0.00032,20
5,3,0.00001,20
5,3,0.00027,20
5,3,0.00037,20
5,3,0.00107,20
5,3,0.00025,20
5,3,0.00030,20
5,3,0.00032,20
5,3,0.00027,20
5,3,0.00040,20
5,3,0.00016,20
5,3,0.00015,20
6,4,0.00041,20
5,3,0.00029,20
5,3,0.00030,20
5,3,0.00028,20
5,3,0.00024,20
5,3,0.00012,20
5,3,0.00006,20
5,3,0.00033,20
15,11,0.00167,20
5,3,0.00018,20
5,3,0.00208,20
6,4,0.00063,20
5,3,0.00030,20
5,3,0.00015,20
5,3,0.00039,20
5,3,0.00036,20
5,3,0.00035,20
6,4,0.00086,20
5,3,0.00001,20
5,3,0.00050,20
5,3,0.00031,20
6,4,0.00117,20
5,3,0.00034,20
5,3,0.00041,20
5,3,0.00035,20
9,5,0.00066,20
1,2,0.00001,20
5,3,0.00031,20
5,3,0.00032,20
5,3,0.00029,20
5,3,0.00033,20
5,3,0.00003,20
5,3,0.00030,20
5,3,0.00014,20
5,3,0.00023,20
5,3,0.00002,100
5,3,0.00012,100
5,3,0.00006,100
5,3,0.00000,100
1,2,0.00000,100
5,3,0.00019,100
5,3,0.00001,100
5,3,0.00023,100
13,8,0.00044,100
5,3,0.00000,100
6,4,0.00023,100
5,3,0.00002,100
6,4,0.00000,100
6,4,0.00009,100
5,3,0.00005,100
5,3,0.00001,100
5,3,0.00003,100
9,5,0.00000,100
5,3,0.00017,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00003,100
5,3,0.00011,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00009,100
5,3,0.00005,100
5,3,0.00000,100
6,4,0.00019,100
5,3,0.00003,100
6,4,0.00020,100
5,3,0.00002,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00002,100
6,4,0.00000,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00006,100
5,3,0.00002,100
15,18,0.00174,100
6,4,0.00026,100
5,3,0.00012,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00019,100
5,3,0.00002,100
5,3,0.00010,100
1,2,0.00001,100
6,4,0.00019,100
5,3,0.00007,100
5,3,0.00005,100
5,3,0.00005,100
5,3,0.00002,100
6,4,0.00019,100
5,3,0.00001,100
6,4,0.00058,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00001,100
6,4,0.00023,100
5,3,0.00004,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00005,100
5,3,0.00000,100
5,3,0.00010,100
5,3,0.00002,100
5,3,0.00005,100
5,3,0.00001,100
6,4,0.00000,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00005,100
5,3,0.00001,100
5,3,0.00024,100
5,3,0.00000,100
5,3,0.00007,100
5,3,0.00001,100
5,3,0.00005,100
5,3,0.00004,100
15,16,0.00270,100
5,3,0.00004,100
5,3,0.00000,100
6,4,0.00021,100
5,3,0.00000,100
5,3,0.00002,100
5,3,0.00001,100
15,23,0.00237,100
6,4,0.00018,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00004,100
5,3,0.00000,100
6,4,0.00027,100
5,3,0.00001,100
5,3,0.00024,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00006,100
5,3,0.00015,100
14,10,0.00490,100
5,3,0.00000,100
5,3,0.00002,100
6,4,0.00025,100
13,7,0.00000,100
5,3,0.00002,100
5,3,0.00000,100
5,3,0.00010,100
5,3,0.00000,100
5,3,0.00016,100
5,3,0.00005,100
6,4,0.00000,100
6,4,0.00030,100
5,3,0.00003,100
9,5,0.00000,100
5,3,0.00000,100
9,5,0.00028,100
6,4,0.00017,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00005,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00009,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00002,100
6,4,0.00000,100
5,3,0.00003,100
5,3,0.00004,100
5,3,0.00001,100
15,18,0.00181,100
5,3,0.00004,100
6,4,0.00030,100
9,5,0.00000,100
5,3,0.00001,100
5,3,0.00005,100
9,5,0.00000,100
5,3,0.00002,100
5,3,0.00002,100
5,3,0.00010,100
1,2,0.00002,100
5,3,0.00002,100
6,4,0.00056,100
5,3,0.00017,100
5,3,0.00021,100
5,3,0.00006,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00011,100
5,3,0.00000,100
15,20,0.00176,100
5,3,0.00001,100
5,3,0.00003,100
5,3,0.00005,100
5,3,0.00009,100
5,3,0.00004,100
5,3,0.00009,100
5,3,0.00002,100
5,3,0.00006,100
14,9,0.00210,100
5,3,0.00000,100
9,5,0.00000,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00003,100
5,3,0.00002,100
9,5,0.00004,100
6,4,0.00021,100
5,3,0.00012,100
5,3,0.00002,100
5,3,0.00000,100
9,5,0.00000,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00003,100
6,4,0.00032,100
5,3,0.00003,100
5,3,0.00002,100
5,3,0.00025,100
5,3,0.00001,100
1,2,0.00002,100
5,3,0.00001,100
5,3,0.00004,100
6,4,0.00019,100
5,3,0.00009,100
5,3,0.00001,100
5,3,0.00004,100
5,3,0.00000,100
5,3,0.00002,100
6,4,0.00019,100
6,4,0.00025,100
6,4,0.00020,100
5,3,0.00001,100
6,4,0.00103,100
6,4,0.00018,100
6,4,0.00021,100
5,3,0.00002,100
5,3,0.00005,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00004,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00003,100
1,2,0.00000,100
1,2,0.00001,100
9,5,0.00010,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00001,100
9,5,0.00002,100
6,4,0.00027,100
5,3,0.00012,100
5,3,0.00001,100
5,3,0.00005,100
1,2,0.00005,100
5,3,0.00002,100
5,3,0.00001,100
6,4,0.00023,100
6,4,0.00039,100
13,8,0.00053,100
5,3,0.00002,100
5,3,0.00000,100
6,4,0.00000,100
5,3,0.00004,100
5,3,0.00004,100
5,3,0.00001,100
14,13,0.00183,100
12,6,0.00000,100
5,3,0.00001,100
5,3,0.00004,100
5,3,0.00005,100
9,5,0.00000,100
9,5,0.00011,100
5,3,0.00002,100
6,4,0.00020,100
5,3,0.00002,100
5,3,0.00009,100
1,2,0.00000,100
5,3,0.00000,100
9,5,0.00090,100
5,3,0.00003,100
5,3,0.00003,100
5,3,0.00008,100
5,3,0.00000,100
5,3,0.00003,100
5,3,0.00000,100
5,3,0.00006,100
1,2,0.00000,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00002,100
5,3,0.00002,100
5,3,0.00004,100
6,4,0.00025,100
9,5,0.00000,100
5,3,0.00022,100
5,3,0.00010,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00012,100
5,3,0.00000,100
5,3,0.00002,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00004,100
6,4,0.00020,100
5,3,0.00006,100
9,5,0.00000,100
5,3,0.00005,100
6,4,0.00020,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00005,100
5,3,0.00000,100
6,4,0.00044,100
5,3,0.00001,100
5,3,0.00004,100
1,2,0.00000,100
14,9,0.00173,100
5,3,0.00003,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00002,100
5,3,0.00001,100
5,3,0.00002,100
6,4,0.00021,100
6,4,0.00035,100
9,5,0.00000,100
5,3,0.00000,100
5,3,0.00004,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00001,100
5,3,0.00024,100
5,3,0.00006,100
5,3,0.00001,100
6,4,0.00024,100
14,10,0.00487,100
5,3,0.00000,100
9,5,0.00000,100
5,3,0.00001,100
14,9,0.00210,100
6,4,0.00020,100
9,5,0.00000,100
5,3,0.00002,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00001,100
6,4,0.00027,100
5,3,0.00001,100
5,3,0.00008,100
5,3,0.00001,100
5,3,0.00003,100
5,3,0.00002,100
5,3,0.00009,100
9,5,0.00000,100
5,3,0.00002,100
5,3,0.00009,100
6,4,0.00028,100
5,3,0.00000,100
5,3,0.00003,100
5,3,0.00002,100
5,3,0.00002,100
5,3,0.00001,100
5,3,0.00000,100
5,3,0.00000,100
9,5,0.00000,100
5,3,0.00007,100
5,3,0.00002,100
5,3,0.00001,100
13,8,0.00091,100
9,5,0.00000,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00002,100
5,3,0.00005,100
9,5,0.00001,100
5,3,0.00002,100
5,3,0.00000,100
14,10,0.00490,100
5,3,0.00006,100
5,3,0.00000,100
5,3,0.00000,100
14,15,0.00222,100
5,3,0.00002,100
5,3,0.00003,100
5,3,0.00000,100
5,3,0.00003,100
5,3,0.00002,100
5,3,0.00008,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00000,100
5,3,0.00011,100
5,3,0.00002,100
6,4,0.00025,100
9,5,0.00000,100
13,7,0.00129,100
5,3,0.00016,100
5,3,0.00001,100
6,4,0.00026,100
5,3,0.00000,100
9,5,0.00000,100
5,3,0.00001,100
13,7,0.00000,100
5,3,0.00000,100
15,17,0.00279,100
5,3,0.00002,100
5,3,0.00006,100
6,4,0.00050,100
5,3,0.00001,100
6,4,0.00080,100
5,3,0.00003,100
5,3,0.00000,100
5,3,0.00003,100
9,5,0.00000,100
15,16,0.00148,100
5,3,0.00001,100
5,3,0.00002,100
9,5,0.00036,100
5,3,0.00005,100
5,3,0.00000,100
5,3,0.00003,100
6,4,0.00054,100
5,3,0.00000,100
5,3,0.00000,100
5,3,0.00006,100
5,3,0.00009,100
1,2,0.00000,100
5,3,0.00013,100
5,3,0.00002,100
5,3,0.00000,100
15,19,0.00190,100
5,3,0.00001,100
1,2,0.00000,100
9,5,0.00000,100
6,4,0.00000,100
5,3,0.00000,100
5,3,0.00005,100
5,3,0.00023,100
6,4,0.00028,100
5,3,0.00005,100
5,3,0.00001,100
9,5,0.00014,100
5,3,0.00003,100
5,3,0.00011,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00004,100
5,3,0.00005,100
5,3,0.00019,100
5,3,0.00004,100
12,6,0.00037,100
6,4,0.00017,100
9,5,0.00032,100
6,4,0.00019,100
5,3,0.00002,100
5,3,0.00000,100
5,3,0.00007,100
5,3,0.00005,100
6,4,0.00019,100
12,6,0.00000,100
6,4,0.00020,100
5,3,0.00005,100
5,3,0.00000,100
5,3,0.00002,100
5,3,0.00002,100
6,4,0.00028,100
5,3,0.00002,100
5,3,0.00024,100
5,3,0.00006,100
5,3,0.00007,100
5,3,0.00020,100
5,3,0.00002,100
5,3,0.00019,100
5,3,0.00000,100
5,3,0.00001,100
5,3,0.00002,100
5,3,0.00006,100
5,3,0.00004,100
5,3,0.00023,100
5,3,0.00001,100
9,5,0.00000,100
5,3,0.00002,100
5,3,0.00004,100
5,3,0.00005,100
5,3,0.00001,100
6,4,0.00014,100
5,3,0.00001,100
5,3,0.00001,100
5,3,0.00003,100
5,3,0.00001,100
5,3,0.00005,100
5,3,0.00000,100
5,3,0.00002,100
5,3,0.00002,100
6,4,0.00028,100
13,8,0.00169,100
5,3,0.00000,100
9,5,0.00000,100
6,4,0.00029,100
6,4,0.00020,100
5,3,0.00000,100
6,4,0.00025,100
6,4,0.00035,100
5,3,0.00000,100
1,2,0.00000,100
5,3,0.00003,100
5,3,0.00000,100
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00066,700
12,6,0.00005,700
5,3,0.00000,700
5,3,0.00001,700
6,4,0.00031,700
5,3,0.00001,700
9,5,0.00001,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
1,2,0.00000,700
9,5,0.00000,700
14,18,0.00052,700
13,8,0.00101,700
5,3,0.00000,700
5,3,0.00001,700
5,3,0.00000,700
5,3,0.00000,700
5,3,0.00001,700
9,5,0.00004,700
9,5,0.00000,700
5,3,0.00000,700
5,3,0.00000,700
9,5,0.00014,700
